date,open
'2022-08-14',59
'2022-08-15',59
'2022-08-16',59
'2022-08-17',59
'2022-08-18',59
'2022-08-19',59
'2022-08-21',59
'2022-08-22',60
'2022-08-23',60
'2022-08-24',60
'2022-08-25',61
'2022-08-26',61
'2022-08-28',61
'2022-08-29',62
'2022-08-30',62
'2022-08-31',62
'2022-09-01',62
'2022-09-02',62
'2022-09-03',62
'2022-09-04',62
'2022-09-05',62
'2022-09-06',62
'2022-09-07',62
'2022-09-08',62
'2022-09-09',62
'2022-09-10',62
'2022-09-11',63
'2022-09-12',63
'2022-09-13',63
'2022-09-14',63
'2022-09-15',63
'2022-09-16',63
'2022-09-17',63
'2022-09-18',63
'2022-09-19',63
'2022-09-20',63
'2022-09-21',63
'2022-09-22',63
'2022-09-23',64
'2022-09-24',64
'2022-09-25',64
'2022-09-26',64
'2022-09-27',64
'2022-09-28',64
'2022-09-29',64
'2022-09-30',64
'2022-10-01',64
'2022-10-02',64
'2022-10-03',64
'2022-10-04',64
'2022-10-05',66
'2022-10-06',66
'2022-10-07',67
'2022-10-08',67
'2022-10-09',67
'2022-10-10',69
'2022-10-11',75
'2022-10-12',76
'2022-10-13',77
'2022-10-14',78
'2022-10-15',78
'2022-10-16',78
'2022-10-17',79
'2022-10-18',80
'2022-10-19',80
'2022-10-20',81
'2022-10-21',81
'2022-10-22',81
'2022-10-23',81
'2022-10-24',81
'2022-10-25',81
'2022-10-26',81
'2022-10-27',81
'2022-10-28',81
'2022-10-29',82
'2022-10-30',82
'2022-10-31',83
'2022-11-01',84
'2022-11-02',88
'2022-11-03',88
'2022-11-04',89
'2022-11-05',89
'2022-11-06',89
'2022-11-07',90
'2022-11-08',91
'2022-11-09',91
'2022-11-10',93
'2022-11-11',93
'2022-11-12',94
'2022-11-13',94
'2022-11-14',94
'2022-11-15',94
'2022-11-16',94
'2022-11-17',95
'2022-11-18',95
'2022-11-19',95
'2022-11-20',96
'2022-11-21',96
'2022-11-22',96
'2022-11-23',96
'2022-11-24',96
'2022-11-25',96
'2022-11-26',96
'2022-11-27',96
'2022-11-28',96
'2022-11-29',98
'2022-11-30',98
'2022-12-01',99
'2022-12-02',99
'2022-12-03',99
'2022-12-04',99
'2022-12-05',101
'2022-12-06',102
'2022-12-07',102
'2022-12-08',103
'2022-12-09',104
'2022-12-10',104
'2022-12-11',104
'2022-12-12',105
'2022-12-13',106
'2022-12-14',107
'2022-12-15',107
'2022-12-16',109
'2022-12-17',109
'2022-12-18',109
'2022-12-19',138
'2022-12-20',138
'2022-12-21',138
'2022-12-22',140
'2022-12-23',141
'2022-12-24',141
'2022-12-26',141
'2022-12-27',141
'2022-12-28',143
'2022-12-29',143
'2022-12-30',143
'2022-12-31',143
'2023-01-02',144
'2023-01-03',144
'2023-01-04',144
'2023-01-05',146
'2023-01-06',146
'2023-01-07',146
'2023-01-08',146
'2023-01-09',147
'2023-01-10',148
'2023-01-11',149
'2023-01-12',150
'2023-01-13',151
'2023-01-15',151
'2023-01-16',151
'2023-01-17',151
'2023-01-18',151
'2023-01-19',151
'2023-01-20',152
'2023-01-21',153
'2023-01-22',153
'2023-01-23',156
'2023-01-24',157
'2023-01-25',159
'2023-01-26',162
'2023-01-27',163
'2023-01-29',163
'2023-01-30',163
'2023-01-31',163
'2023-02-01',165
'2023-02-02',169
'2023-02-03',172
'2023-02-05',172
'2023-02-06',174
'2023-02-07',175
'2023-02-08',176
'2023-02-09',176
'2023-02-10',176
'2023-02-11',176
'2023-02-13',176
'2023-02-14',176
'2023-02-15',176
'2023-02-16',178
'2023-02-17',179
'2023-02-18',179
'2023-02-19',179
'2023-02-20',179
'2023-02-21',180
'2023-02-22',181
'2023-02-23',182
'2023-02-24',183
'2023-02-25',183
'2023-02-27',183
'2023-02-28',184
'2023-03-01',189
'2023-03-02',189
'2023-03-03',190
'2023-03-04',191
'2023-03-05',194
'2023-03-06',196
'2023-03-07',196
'2023-03-08',198
'2023-03-09',206
'2023-03-10',207
'2023-03-11',207
'2023-03-12',208
'2023-03-13',209
'2023-03-14',210
'2023-03-15',212
'2023-03-16',214
'2023-03-17',217
'2023-03-18',217
'2023-03-19',217
'2023-03-20',222
'2023-03-21',223
'2023-03-22',225
'2023-03-23',226
'2023-03-24',227
'2023-03-25',227
'2023-03-26',227
'2023-03-27',240
'2023-03-28',260
'2023-03-29',286
'2023-03-30',292
'2023-03-31',297
'2023-04-01',298
'2023-04-02',299
'2023-04-03',304
'2023-04-04',312
'2023-04-05',313
'2023-04-06',315
'2023-04-07',317
'2023-04-08',318
'2023-04-09',319
'2023-04-10',320
'2023-04-11',320
'2023-04-12',322
'2023-04-13',322
'2023-04-14',325
'2023-04-15',326
'2023-04-16',328
'2023-04-17',333
'2023-04-18',342
'2023-04-19',355
